Uniprot	InterPro	Domain	Database.ID	Start	End
Q99XJ5	IPR001647	DNA-binding HTH domain, TetR-type	PF00440	12	56
Q99XJ5	IPR001647	DNA-binding HTH domain, TetR-type	PS50977	6	66
Q99XJ5	IPR009057	Homeobox-like domain superfamily	SSF46689	4	67
Q99XJ5	IPR039532	Transcriptional regulator TetR, C-terminal, Firmicutes type	PF14278	76	175
Q99XJ6	IPR017500	Phage infection protein, YhgE, N-terminal	TIGR03061	4	166
Q99XJ6	IPR017501	Phage infection protein, YhgE, C-terminal	TIGR03062	554	755
Q99XJ6	IPR022703	Domain of unknown function DUF3533	PF12051	27	188
Q99XJ6	IPR023908	xxxLxxG heptad repeat	TIGR03057	211	238
Q99XJ6	IPR023908	xxxLxxG heptad repeat	TIGR03057	476	501
Q99XJ6	IPR023908	xxxLxxG heptad repeat	TIGR03057	502	529
Q99XJ7	IPR025164	Putative adhesin	PF13349	51	359
Q99XJ8	IPR012963	Protein of unknown function DUF1700	PF08006	1	187
Q99XJ9	IPR005149	Transcription regulator PadR, N-terminal	PF03551	14	81
Q99XJ9	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	1	108
Q99XJ9	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	2	103
Q99XK0	IPR000086	NUDIX hydrolase domain	PF00293	27	129
Q99XK0	IPR000086	NUDIX hydrolase domain	PS51462	17	147
Q99XK0	IPR015797	NUDIX hydrolase-like domain superfamily	SSF55811	19	186
Q99XK0	IPR020084	NUDIX hydrolase, conserved site	PS00893	54	75
Q99XK1	IPR007163	Protein of unknown function DUF368	PF04018	19	235
Q99XK1	IPR007163	Protein of unknown function DUF368	PTHR37308	1	270
Q99XK3	IPR002543	FtsK domain	PS50901	21	202
Q99XK3	IPR003439	ABC transporter-like	PF00005	22	94
Q99XK3	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	24	205
Q99XK4	IPR001387	Cro/C1-type helix-turn-helix domain	PS50943	23	72
Q99XK4	IPR001387	Cro/C1-type helix-turn-helix domain	cd00093	22	61
Q99XK4	IPR010982	Lambda repressor-like, DNA-binding domain superfamily	G3DSA:1.10.260.40	14	86
Q99XK4	IPR010982	Lambda repressor-like, DNA-binding domain superfamily	SSF47413	14	73
Q99XK5	IPR001845	HTH ArsR-type DNA-binding domain	PF01022	43	87
Q99XK5	IPR001845	HTH ArsR-type DNA-binding domain	PR00778	36	51
Q99XK5	IPR001845	HTH ArsR-type DNA-binding domain	PR00778	56	67
Q99XK5	IPR001845	HTH ArsR-type DNA-binding domain	PR00778	69	84
Q99XK5	IPR001845	HTH ArsR-type DNA-binding domain	PR00778	84	99
Q99XK5	IPR001845	HTH ArsR-type DNA-binding domain	PS50987	24	112
Q99XK5	IPR001845	HTH ArsR-type DNA-binding domain	SM00418	34	112
Q99XK5	IPR011991	ArsR-like helix-turn-helix domain	cd00090	48	103
Q99XK5	IPR018334	ArsR-type transcription regulator, HTH motif	PS00846	58	76
Q99XK5	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	1	111
Q99XK5	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	19	111
Q99XK6	IPR004676	Cadmium resistance transporter	PF03596	12	202
Q99XK6	IPR004676	Cadmium resistance transporter	TIGR00779	13	201
Q99XK8	IPR002677	Ribosomal protein L32p	MF_00340	1	54
Q99XK8	IPR002677	Ribosomal protein L32p	PF01783	2	54
Q99XK8	IPR002677	Ribosomal protein L32p	PTHR35534	1	58
Q99XK8	IPR002677	Ribosomal protein L32p	TIGR01031	2	54
Q99XK8	IPR011332	Zinc-binding ribosomal protein	SSF57829	2	54
Q99XK9	IPR004154	Anticodon-binding	PF03129	333	417
Q99XK9	IPR004516	Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit	PIRSF001549	1	420
Q99XK9	IPR004516	Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit	PTHR43707	1	416
Q99XK9	IPR006195	Aminoacyl-tRNA synthetase, class II	PS50862	23	324
Q99XK9	IPR015807	Histidine-tRNA ligase	MF_00127	1	419
Q99XK9	IPR015807	Histidine-tRNA ligase	TIGR00442	4	409
Q99XK9	IPR033656	Histidyl-anticodon-binding	cd00859	328	418
Q99XK9	IPR036621	Anticodon-binding domain superfamily	G3DSA:3.40.50.800	326	420
Q99XK9	IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain	PF13393	8	312
Q99XK9	IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain	cd00773	16	317
Q99XL0	IPR002312	Aspartyl/Asparaginyl-tRNA synthetase, class IIb	PR01042	193	205
Q99XL0	IPR002312	Aspartyl/Asparaginyl-tRNA synthetase, class IIb	PR01042	210	223
Q99XL0	IPR002312	Aspartyl/Asparaginyl-tRNA synthetase, class IIb	PR01042	469	485
Q99XL0	IPR002312	Aspartyl/Asparaginyl-tRNA synthetase, class IIb	PR01042	513	527
Q99XL0	IPR004115	GAD-like domain superfamily	G3DSA:3.30.1360.30	275	414
Q99XL0	IPR004115	GAD-like domain superfamily	SSF55261	292	414
Q99XL0	IPR004364	Aminoacyl-tRNA synthetase, class II (D/K/N)	PF00152	121	552
Q99XL0	IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type	PF01336	20	103
Q99XL0	IPR004524	Aspartate-tRNA ligase, type 1	MF_00044	2	579
Q99XL0	IPR004524	Aspartate-tRNA ligase, type 1	PTHR22594:SF5	2	579
Q99XL0	IPR004524	Aspartate-tRNA ligase, type 1	TIGR00459	1	577
Q99XL0	IPR006195	Aminoacyl-tRNA synthetase, class II	PS50862	141	550
Q99XL0	IPR012340	Nucleic acid-binding, OB-fold	SSF50249	2	110
Q99XL0	IPR029351	GAD domain	PF02938	314	400
Q99XL1	IPR003740	Uncharacterised membrane protein YitT	PF02588	42	246
Q99XL1	IPR003740	Uncharacterised membrane protein YitT	PIRSF006483	20	313
Q99XL1	IPR015867	Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal	G3DSA:3.30.70.120	224	300
Q99XL1	IPR019264	Domain of unknown function DUF2179	PF10035	252	307
Q99XL2	IPR003740	Uncharacterised membrane protein YitT	PF02588	12	218
Q99XL2	IPR003740	Uncharacterised membrane protein YitT	PIRSF006483	1	284
Q99XL2	IPR015867	Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal	G3DSA:3.30.70.120	194	269
Q99XL2	IPR019264	Domain of unknown function DUF2179	PF10035	223	275
Q99XL3	IPR003740	Uncharacterised membrane protein YitT	PF02588	13	218
Q99XL3	IPR003740	Uncharacterised membrane protein YitT	PIRSF006483	1	285
Q99XL3	IPR015867	Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal	G3DSA:3.30.70.120	194	270
Q99XL3	IPR019264	Domain of unknown function DUF2179	PF10035	224	277
Q99XL4	IPR015046	Enterocin A Immunity	PF08951	4	74
Q99XL4	IPR023130	Ta0600-like superfamily	G3DSA:1.20.1440.50	1	79
Q99XL5	IPR001278	Arginine-tRNA ligase	MF_00123	5	563
Q99XL5	IPR001278	Arginine-tRNA ligase	PR01038	113	128
Q99XL5	IPR001278	Arginine-tRNA ligase	PR01038	128	144
Q99XL5	IPR001278	Arginine-tRNA ligase	PR01038	152	165
Q99XL5	IPR001278	Arginine-tRNA ligase	PR01038	297	318
Q99XL5	IPR001278	Arginine-tRNA ligase	PTHR11956	5	563
Q99XL5	IPR001278	Arginine-tRNA ligase	TIGR00456	5	563
Q99XL5	IPR005148	Arginyl tRNA synthetase N-terminal domain	PF03485	4	83
Q99XL5	IPR005148	Arginyl tRNA synthetase N-terminal domain	SM01016	1	83
Q99XL5	IPR008909	DALR anticodon binding	PF05746	450	563
Q99XL5	IPR008909	DALR anticodon binding	SM00836	450	563
Q99XL5	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	SSF47323	444	563
Q99XL5	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	G3DSA:3.40.50.620	106	443
Q99XL5	IPR035684	Arginyl-tRNA synthetase, catalytic core domain	PF00750	95	435
Q99XL5	IPR035684	Arginyl-tRNA synthetase, catalytic core domain	cd00671	113	377
Q99XL5	IPR036695	Arginyl tRNA synthetase N-terminal domain superfamily	G3DSA:3.30.1360.70	2	103
Q99XL5	IPR036695	Arginyl tRNA synthetase N-terminal domain superfamily	SSF55190	1	103
Q99XL6	IPR001669	Arginine repressor	MF_00173	1	145
Q99XL6	IPR001669	Arginine repressor	PR01467	21	34
Q99XL6	IPR001669	Arginine repressor	PR01467	37	52
Q99XL6	IPR001669	Arginine repressor	PR01467	84	97
Q99XL6	IPR001669	Arginine repressor	PR01467	114	129
Q99XL6	IPR001669	Arginine repressor	PTHR34471	1	141
Q99XL6	IPR001669	Arginine repressor	TIGR01529	5	143
Q99XL6	IPR020899	Arginine repressor, C-terminal	PF02863	79	141
Q99XL6	IPR020900	Arginine repressor, DNA-binding domain	PF01316	1	66
Q99XL6	IPR036251	Arginine repressor, C-terminal domain superfamily	SSF55252	79	141
Q99XL6	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	2	67
Q99XL6	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	1	68
Q99XL7	IPR010368	Control of competence regulator ComK, YlbF/YmcA	PF06133	12	59
Q99XL7	IPR016783	Biofilm formation YmcA	PIRSF021287	4	68
Q99XL7	IPR023378	YheA/YmcA-like domain superfamily	G3DSA:1.20.1500.10	4	67
Q99XL7	IPR023378	YheA/YmcA-like domain superfamily	SSF158622	7	66
Q99XL8	IPR000432	DNA mismatch repair protein MutS, C-terminal	PF00488	598	785
Q99XL8	IPR000432	DNA mismatch repair protein MutS, C-terminal	PS00486	676	692
Q99XL8	IPR000432	DNA mismatch repair protein MutS, C-terminal	SM00534	595	782
Q99XL8	IPR005748	DNA mismatch repair protein MutS	MF_00096	6	843
Q99XL8	IPR005748	DNA mismatch repair protein MutS	TIGR01070	7	849
Q99XL8	IPR007695	DNA mismatch repair protein MutS-like, N-terminal	PF01624	8	118
Q99XL8	IPR007696	DNA mismatch repair protein MutS, core	PF05192	256	546
Q99XL8	IPR007696	DNA mismatch repair protein MutS, core	SM00533	270	578
Q99XL8	IPR007860	DNA mismatch repair protein MutS, connector domain	PF05188	126	239
Q99XL8	IPR007861	DNA mismatch repair protein MutS, clamp	PF05190	415	506
Q99XL8	IPR016151	DNA mismatch repair protein MutS, N-terminal	G3DSA:3.40.1170.10	1	119
Q99XL8	IPR016151	DNA mismatch repair protein MutS, N-terminal	SSF55271	4	114
Q99XL8	IPR017261	DNA mismatch repair protein MutS/MSH	PIRSF037677	2	208
Q99XL8	IPR017261	DNA mismatch repair protein MutS/MSH	PIRSF037677	181	832
Q99XL8	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	554	786
Q99XL8	IPR036187	DNA mismatch repair protein MutS, core domain superfamily	SSF48334	254	552
Q99XL8	IPR036678	MutS, connector domain superfamily	G3DSA:3.30.420.110	125	246
Q99XL8	IPR036678	MutS, connector domain superfamily	SSF53150	119	265
Q99XM0	IPR006524	Transcription activator, ArpU family	TIGR01637	3	120
Q99XM1	IPR010861	Protein of unknown function DUF1492	PF07374	62	113
Q99XM1	IPR013324	RNA polymerase sigma factor, region 3/4-like	SSF88659	70	118
Q99XM1	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	47	118
Q99XM4	IPR004968	DNA primase/nucleoside triphosphatase, C-terminal	PF03288	438	530
Q99XM4	IPR006500	DNA primase, phage/plasmid	TIGR01613	185	485
Q99XM4	IPR014015	Helicase, superfamily 3, DNA virus	PS51206	244	399
Q99XM4	IPR014818	Bacteriophage/plasmid primase, P4, C-terminal	PF08706	123	233
Q99XM4	IPR014818	Bacteriophage/plasmid primase, P4, C-terminal	SM00885	109	234
Q99XM4	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	240	417
Q99XM5	IPR014820	Primase, C-terminal 1	PF08708	218	282
Q99XM5	IPR014820	Primase, C-terminal 1	SM00942	215	282
Q99XM6	IPR009061	Putative DNA-binding domain superfamily	SSF46955	37	87
Q99XN2	IPR003497	BRO N-terminal domain	PF02498	12	94
Q99XN2	IPR003497	BRO N-terminal domain	PS51750	1	101
Q99XN2	IPR003497	BRO N-terminal domain	SM01040	11	96
Q99XN3	IPR003497	BRO N-terminal domain	PF02498	96	186
Q99XN3	IPR003497	BRO N-terminal domain	PS51750	81	195
Q99XN3	IPR003497	BRO N-terminal domain	SM01040	93	190
Q99XN3	IPR010982	Lambda repressor-like, DNA-binding domain superfamily	G3DSA:1.10.260.40	1	88
Q99XN3	IPR010982	Lambda repressor-like, DNA-binding domain superfamily	SSF47413	5	55
Q99XN4	IPR001387	Cro/C1-type helix-turn-helix domain	PF01381	6	58
Q99XN4	IPR001387	Cro/C1-type helix-turn-helix domain	PS50943	6	60
Q99XN4	IPR001387	Cro/C1-type helix-turn-helix domain	SM00530	5	60
Q99XN4	IPR001387	Cro/C1-type helix-turn-helix domain	cd00093	6	60
Q99XN4	IPR010982	Lambda repressor-like, DNA-binding domain superfamily	G3DSA:1.10.260.40	3	68
Q99XN4	IPR010982	Lambda repressor-like, DNA-binding domain superfamily	SSF47413	5	64
Q99XN5	IPR001387	Cro/C1-type helix-turn-helix domain	PF01381	23	68
Q99XN5	IPR001387	Cro/C1-type helix-turn-helix domain	PS50943	19	73
Q99XN5	IPR001387	Cro/C1-type helix-turn-helix domain	SM00530	18	73
Q99XN5	IPR001387	Cro/C1-type helix-turn-helix domain	cd00093	18	68
Q99XN5	IPR010982	Lambda repressor-like, DNA-binding domain superfamily	G3DSA:1.10.260.40	8	74
Q99XN5	IPR010982	Lambda repressor-like, DNA-binding domain superfamily	SSF47413	11	78
Q99XN5	IPR015927	Peptidase S24/S26A/S26B/S26C	PF00717	138	248
Q99XN5	IPR036286	LexA/Signal peptidase-like superfamily	SSF51306	133	251
Q99XN5	IPR039418	LexA-like	cd06529	168	248
Q99XN6	IPR002104	Integrase, catalytic domain	PF00589	174	364
Q99XN6	IPR002104	Integrase, catalytic domain	PS51898	171	372
Q99XN6	IPR004107	Integrase, SAM-like, N-terminal	PF14659	69	125
Q99XN6	IPR010998	Integrase/recombinase, N-terminal	G3DSA:1.10.150.130	68	173
Q99XN6	IPR011010	DNA breaking-rejoining enzyme, catalytic core	SSF56349	69	371
Q99XN6	IPR013762	Integrase-like, catalytic domain superfamily	G3DSA:1.10.443.10	174	376
Q99XN6	IPR044068	Core-binding (CB) domain	PS51900	68	143
Q99XN7	IPR002099	DNA mismatch repair protein family, N-terminal	TIGR00585	3	307
Q99XN7	IPR013507	DNA mismatch repair protein,  S5 domain 2-like	PF01119	209	326
Q99XN7	IPR013507	DNA mismatch repair protein,  S5 domain 2-like	SM01340	209	327
Q99XN7	IPR014721	Ribosomal protein S5 domain 2-type fold, subgroup	G3DSA:3.30.230.10	214	326
Q99XN7	IPR014762	DNA mismatch repair, conserved site	PS00058	94	100
Q99XN7	IPR014790	MutL, C-terminal, dimerisation	PF08676	462	604
Q99XN7	IPR014790	MutL, C-terminal, dimerisation	SM00853	462	604
Q99XN7	IPR020568	Ribosomal protein S5 domain 2-type fold	SSF54211	191	327
Q99XN7	IPR020667	DNA mismatch repair protein, MutL	MF_00149	2	644
Q99XN7	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	G3DSA:3.30.565.10	4	213
Q99XN7	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	SSF55874	2	214
Q99XN7	IPR037198	MutL, C-terminal domain superfamily	SSF118116	458	646
Q99XN7	IPR038973	DNA mismatch repair protein MutL/Mlh/Pms	PTHR10073	4	642
Q99XN7	IPR042120	MutL, C-terminal domain, dimerisation subdomain	G3DSA:2.30.42.20	464	646
Q99XN7	IPR042121	MutL, C-terminal domain, regulatory subdomain	G3DSA:3.30.1370.100	504	597
Q99XN8	IPR011701	Major facilitator superfamily	PF07690	18	367
Q99XN8	IPR020846	Major facilitator superfamily domain	PS50850	1	405
Q99XN8	IPR036259	MFS transporter superfamily	SSF103473	18	402
Q99XP0	IPR005019	Methyladenine glycosylase	PF03352	6	182
Q99XP0	IPR011257	DNA glycosylase	SSF48150	1	183
Q99XP1	IPR001453	MoaB/Mog domain	PF00994	5	170
Q99XP1	IPR001453	MoaB/Mog domain	SM00852	4	172
Q99XP1	IPR001453	MoaB/Mog domain	TIGR00177	1	165
Q99XP1	IPR001453	MoaB/Mog domain	cd00885	2	171
Q99XP1	IPR008135	Competence-induced protein CinA	MF_00226_B	1	423
Q99XP1	IPR008135	Competence-induced protein CinA	PIRSF006728	1	422
Q99XP1	IPR008135	Competence-induced protein CinA	TIGR00200	1	416
Q99XP1	IPR008136	CinA, C-terminal	PF02464	263	416
Q99XP1	IPR008136	CinA, C-terminal	TIGR00199	273	415
Q99XP1	IPR036425	MoaB/Mog-like domain superfamily	G3DSA:3.40.980.10	1	172
Q99XP1	IPR036425	MoaB/Mog-like domain superfamily	SSF53218	1	204
Q99XP1	IPR036653	CinA-like, C-terminal	G3DSA:3.90.950.20	257	418
Q99XP1	IPR036653	CinA-like, C-terminal	SSF142433	257	418
Q99XP1	IPR041424	CinA, KH domain	PF18146	178	243
Q99XP2	IPR006504	Transcriptional regulator Spx/MgsR	TIGR01617	2	114
Q99XP2	IPR006660	Arsenate reductase-like	PF03960	7	113
Q99XP2	IPR006660	Arsenate reductase-like	PS51353	1	131
Q99XP2	IPR036249	Thioredoxin-like superfamily	G3DSA:3.40.30.10	1	120
Q99XP2	IPR036249	Thioredoxin-like superfamily	SSF52833	1	125
Q99XP4	IPR005227	Putative pre-16S rRNA nuclease	MF_00651	1	139
Q99XP4	IPR005227	Putative pre-16S rRNA nuclease	PF03652	1	136
Q99XP4	IPR005227	Putative pre-16S rRNA nuclease	PTHR33317	2	137
Q99XP4	IPR005227	Putative pre-16S rRNA nuclease	TIGR00250	4	136
Q99XP4	IPR006641	YqgF/RNase H-like domain	SM00732	1	103
Q99XP4	IPR012337	Ribonuclease H-like superfamily	SSF53098	1	137
Q99XP4	IPR037027	YqgF/RNase H-like domain superfamily	G3DSA:3.30.420.140	1	139
Q99XP5	IPR009711	Uncharacterised protein family UPF0473	MF_01448	10	100
Q99XP5	IPR009711	Uncharacterised protein family UPF0473	PF06949	19	99
Q99XP5	IPR009711	Uncharacterised protein family UPF0473	PTHR40066	1	100
Q99XP6	IPR016978	Putative competence-induced protein Ccs4	PIRSF031639	1	519
Q99XP7	IPR001150	Glycine radical domain	PS51149	598	724
Q99XP7	IPR005144	ATP-cone domain	PF03477	15	106
Q99XP7	IPR005144	ATP-cone domain	PS51161	15	109
Q99XP7	IPR012833	Ribonucleoside-triphosphate reductase, anaerobic	PF13597	132	721
Q99XP7	IPR012833	Ribonucleoside-triphosphate reductase, anaerobic	TIGR02487	131	721
Q99XP7	IPR012833	Ribonucleoside-triphosphate reductase, anaerobic	cd01675	132	701
Q99XP7	IPR019777	Formate C-acetyltransferase glycine radical, conserved site	PS00850	692	700
Q99XP8	IPR000683	Oxidoreductase, N-terminal	PF01408	2	119
Q99XP8	IPR036291	NAD(P)-binding domain superfamily	SSF51735	1	134
Q99XP9	IPR000182	GNAT domain	PF13302	2	147
Q99XP9	IPR000182	GNAT domain	PS51186	1	167
Q99XP9	IPR016181	Acyl-CoA N-acyltransferase	SSF55729	1	152
Q99XQ0	IPR007197	Radical SAM	SFLDS00029	23	178
Q99XQ0	IPR012837	Ribonucleoside-triphosphate reductase activating, anaerobic	PIRSF000368	14	188
Q99XQ0	IPR012837	Ribonucleoside-triphosphate reductase activating, anaerobic	PTHR30352:SF2	22	180
Q99XQ0	IPR012837	Ribonucleoside-triphosphate reductase activating, anaerobic	SFLDF00299	23	178
Q99XQ0	IPR012837	Ribonucleoside-triphosphate reductase activating, anaerobic	TIGR02491	24	173
Q99XQ0	IPR013785	Aldolase-type TIM barrel	G3DSA:3.20.20.70	20	201
Q99XQ0	IPR034457	Organic radical-activating enzymes	PTHR30352	22	180
Q99XQ1	IPR005583	Peroxide stress protein YaaA	MF_00652	2	241
Q99XQ1	IPR005583	Peroxide stress protein YaaA	PF03883	3	229
Q99XQ1	IPR005583	Peroxide stress protein YaaA	PTHR30283	4	241
Q99XQ2	IPR004360	Glyoxalase/fosfomycin resistance/dioxygenase domain	PF00903	11	121
Q99XQ2	IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	G3DSA:3.10.180.10	9	131
Q99XQ2	IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	G3DSA:3.10.180.10	164	285
Q99XQ2	IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	SSF54593	3	164
Q99XQ2	IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	SSF54593	161	281
Q99XQ2	IPR037523	Vicinal oxygen chelate (VOC) domain	PS51819	10	124
Q99XQ2	IPR037523	Vicinal oxygen chelate (VOC) domain	PS51819	168	285
Q99XQ3	IPR000524	Transcription regulator HTH, GntR	PF00392	3	66
Q99XQ3	IPR000524	Transcription regulator HTH, GntR	PR00035	26	40
Q99XQ3	IPR000524	Transcription regulator HTH, GntR	PR00035	40	56
Q99XQ3	IPR000524	Transcription regulator HTH, GntR	PS50949	1	69
Q99XQ3	IPR000524	Transcription regulator HTH, GntR	SM00345	7	66
Q99XQ3	IPR000524	Transcription regulator HTH, GntR	cd07377	2	66
Q99XQ3	IPR011663	UbiC transcription regulator-associated	PF07702	91	227
Q99XQ3	IPR011663	UbiC transcription regulator-associated	SM00866	88	227
Q99XQ3	IPR012770	Trehalose operon transcriptional repressor	TIGR02404	3	234
Q99XQ3	IPR028978	Chorismate pyruvate-lyase/UbiC transcription regulator-associated domain superfamily	G3DSA:3.40.1410.10	74	229
Q99XQ3	IPR028978	Chorismate pyruvate-lyase/UbiC transcription regulator-associated domain superfamily	SSF64288	54	234
Q99XQ3	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	1	73
Q99XQ3	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	1	74
Q99XQ4	IPR001127	Phosphotransferase system, sugar-specific permease EIIA type 1	PF00358	525	648
Q99XQ4	IPR001127	Phosphotransferase system, sugar-specific permease EIIA type 1	PS00371	588	600
Q99XQ4	IPR001127	Phosphotransferase system, sugar-specific permease EIIA type 1	PS51093	542	646
Q99XQ4	IPR001127	Phosphotransferase system, sugar-specific permease EIIA type 1	TIGR00830	526	646
Q99XQ4	IPR001996	Phosphotransferase system, IIB component, type 1	PS51098	5	87
Q99XQ4	IPR003352	Phosphotransferase system, EIIC	PF02378	111	430
Q99XQ4	IPR011055	Duplicated hybrid motif	G3DSA:2.70.70.10	514	674
Q99XQ4	IPR011055	Duplicated hybrid motif	SSF51261	517	669
Q99XQ4	IPR011296	Phosphotransferase system, trehalose-specific IIBC component	TIGR01992	5	488
Q99XQ4	IPR013013	Phosphotransferase system, EIIC component, type 1	PS51103	107	502
Q99XQ4	IPR018113	Phosphotransferase system EIIB, cysteine phosphorylation site	PF00367	10	42
Q99XQ4	IPR018113	Phosphotransferase system EIIB, cysteine phosphorylation site	PS01035	20	37
Q99XQ4	IPR018113	Phosphotransferase system EIIB, cysteine phosphorylation site	cd00212	5	77
Q99XQ4	IPR036878	Glucose permease domain IIB	G3DSA:3.30.1360.60	1	77
Q99XQ4	IPR036878	Glucose permease domain IIB	SSF55604	8	80
Q99XQ5	IPR006047	Glycosyl hydrolase, family 13, catalytic domain	PF00128	26	364
Q99XQ5	IPR006047	Glycosyl hydrolase, family 13, catalytic domain	SM00642	11	407
Q99XQ5	IPR012769	Trehalose-6-phosphate hydrolase	TIGR02403	5	538
Q99XQ5	IPR013780	Glycosyl hydrolase, all-beta	G3DSA:2.60.40.1180	467	541
Q99XQ5	IPR017853	Glycoside hydrolase superfamily	SSF51445	5	463
Q99XQ5	IPR022567	Glycosyl hydrolase, C-terminal (DUF3459)	PF11941	449	519
Q99XQ6	IPR000718	Peptidase M13	PS51885	1	631
Q99XQ6	IPR000718	Peptidase M13	PTHR11733	5	631
Q99XQ6	IPR000718	Peptidase M13	cd08662	5	628
Q99XQ6	IPR008753	Peptidase M13, N-terminal domain	PF05649	5	384
Q99XQ6	IPR018497	Peptidase M13, C-terminal domain	PF01431	438	628
Q99XQ6	IPR018497	Peptidase M13, C-terminal domain	PR00786	430	442
Q99XQ6	IPR018497	Peptidase M13, C-terminal domain	PR00786	448	460
Q99XQ6	IPR018497	Peptidase M13, C-terminal domain	PR00786	469	485
Q99XQ6	IPR018497	Peptidase M13, C-terminal domain	PR00786	539	550
Q99XQ6	IPR024079	Metallopeptidase, catalytic domain superfamily	G3DSA:3.40.390.10	4	631
Q99XQ6	IPR042089	Peptidase M13, domain 2	G3DSA:1.10.1380.10	30	425
Q99XQ7	IPR001816	Translation elongation factor EFTs/EF1B	MF_00050	1	341
Q99XQ7	IPR001816	Translation elongation factor EFTs/EF1B	PTHR11741	5	327
Q99XQ7	IPR001816	Translation elongation factor EFTs/EF1B	TIGR00116	1	340
Q99XQ7	IPR009060	UBA-like superfamily	SSF46934	4	55
Q99XQ7	IPR014039	Translation elongation factor EFTs/EF1B, dimerisation	PF00889	71	323
Q99XQ7	IPR018101	Translation elongation factor Ts, conserved site	PS01126	12	27
Q99XQ7	IPR018101	Translation elongation factor Ts, conserved site	PS01127	75	85
Q99XQ7	IPR036402	Elongation factor Ts, dimerisation domain superfamily	G3DSA:3.30.479.20	57	148
Q99XQ7	IPR036402	Elongation factor Ts, dimerisation domain superfamily	G3DSA:3.30.479.20	153	222
Q99XQ7	IPR036402	Elongation factor Ts, dimerisation domain superfamily	G3DSA:3.30.479.20	233	322
Q99XQ7	IPR036402	Elongation factor Ts, dimerisation domain superfamily	SSF54713	57	323
Q99XQ8	IPR005158	Bacterial transcriptional activator domain	PF03704	111	229
Q99XQ8	IPR005158	Bacterial transcriptional activator domain	SM01043	98	230
Q99XQ8	IPR011990	Tetratricopeptide-like helical domain superfamily	G3DSA:1.25.40.10	106	245
Q99XQ8	IPR011990	Tetratricopeptide-like helical domain superfamily	G3DSA:1.25.40.10	694	828
Q99XQ8	IPR011990	Tetratricopeptide-like helical domain superfamily	G3DSA:1.25.40.10	829	993
Q99XQ8	IPR011990	Tetratricopeptide-like helical domain superfamily	SSF48452	111	234
Q99XQ8	IPR011990	Tetratricopeptide-like helical domain superfamily	SSF48452	782	960
Q99XQ8	IPR019734	Tetratricopeptide repeat	SM00028	709	742
Q99XQ8	IPR019734	Tetratricopeptide repeat	SM00028	789	822
Q99XQ8	IPR019734	Tetratricopeptide repeat	SM00028	834	867
Q99XQ8	IPR019734	Tetratricopeptide repeat	SM00028	874	907
Q99XQ8	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	247	499
Q99XQ8	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	1	90
Q99XQ8	IPR041664	Orc1-like, AAA ATPase domain	PF13191	249	412
Q99XQ9	IPR005923	Formiminoglutamase	MF_00737	8	322
Q99XQ9	IPR006035	Ureohydrolase	PF00491	47	319
Q99XQ9	IPR006035	Ureohydrolase	PIRSF036979	27	328
Q99XQ9	IPR006035	Ureohydrolase	PR00116	129	144
Q99XQ9	IPR006035	Ureohydrolase	PR00116	155	182
Q99XQ9	IPR006035	Ureohydrolase	PR00116	248	277
Q99XQ9	IPR006035	Ureohydrolase	PR00116	283	297
Q99XQ9	IPR006035	Ureohydrolase	PS51409	34	328
Q99XQ9	IPR023696	Ureohydrolase domain superfamily	SSF52768	19	326
