UniProt	GOBP name	GOMF name	GOCC name	GOBP slim name	GOCC slim name	KEGG name	Pfam	GSEA	Keywords	Corum	GOBP	GOMF	GOCC	GOBP slim	GOCC slim	ENSG	ENSP	ENST	Isoform ID	Flybase	Gene name	Interpro	Interpro name	KEGG	MGI	MIM	PDB	Pfam	PRINTS	PRINTS name	Prosite	Prosite name	Protein name	Reactome	SGD	SMART	SMART name	Taxonomy	UniProt names	WormBase	EC	eggNOG
P66670;Q490B2;Q9A105	immune effector process;immune system process;nucleobase-containing compound metabolic process;rRNA processing;RNA processing;mRNA processing;tRNA metabolic process;RNA catabolic process;nitrogen compound metabolic process;response to stress;defense response;tRNA processing;metabolic process;catabolic process;macromolecule catabolic process;response to biotic stimulus;response to virus;cellular process;RNA metabolic process;mRNA metabolic process;rRNA metabolic process;rRNA catabolic process;ncRNA processing;cellular nitrogen compound metabolic process;ncRNA metabolic process;ncRNA catabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;cellular macromolecule metabolic process;cellular macromolecule catabolic process;response to stimulus;defense response to virus;multi-organism process;response to other organism;nucleic acid metabolic process	nucleic acid binding;RNA binding;catalytic activity;nuclease activity;endonuclease activity;endoribonuclease activity;ribonuclease III activity;ribonuclease activity;binding;hydrolase activity;hydrolase activity, acting on ester bonds;endoribonuclease activity, producing 5'-phosphomonoesters;endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters;rRNA binding;ion binding;cation binding;metal ion binding	cytoplasm;intracellular part;cell part	immune system process;nucleobase-containing compound metabolic process;rRNA processing;RNA processing;mRNA processing;tRNA metabolic process;RNA catabolic process;nitrogen compound metabolic process;response to stress;tRNA processing;metabolic process;catabolic process;response to biotic stimulus;cellular process;RNA metabolic process;mRNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus;multi-organism process	cytoplasm;cell part	Ribosome biogenesis in eukaryotes	dsrm;Ribonucleas_3_3		Antiviraldefense;Completeproteome;Cytoplasm;Endonuclease;Hydrolase;Magnesium;Metal-binding;mRNAprocessing;Nuclease;Referenceproteome;RNA-binding;rRNA-binding;rRNAprocessing;tRNAprocessing		GO:0002252;GO:0002376;GO:0006139;GO:0006364;GO:0006396;GO:0006397;GO:0006399;GO:0006401;GO:0006807;GO:0006950;GO:0006952;GO:0008033;GO:0008152;GO:0009056;GO:0009057;GO:0009607;GO:0009615;GO:0009987;GO:0016070;GO:0016071;GO:0016072;GO:0016075;GO:0034470;GO:0034641;GO:0034660;GO:0034661;GO:0043170;GO:0044237;GO:0044238;GO:0044248;GO:0044260;GO:0044265;GO:0050896;GO:0051607;GO:0051704;GO:0051707;GO:0090304	GO:0003676;GO:0003723;GO:0003824;GO:0004518;GO:0004519;GO:0004521;GO:0004525;GO:0004540;GO:0005488;GO:0016787;GO:0016788;GO:0016891;GO:0016893;GO:0019843;GO:0043167;GO:0043169;GO:0046872	GO:0005737;GO:0044424;GO:0044464	GO:0002376;GO:0006139;GO:0006364;GO:0006396;GO:0006397;GO:0006399;GO:0006401;GO:0006807;GO:0006950;GO:0008033;GO:0008152;GO:0009056;GO:0009607;GO:0009987;GO:0016070;GO:0016071;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0050896;GO:0051704	GO:0005737;GO:0044464	SPy_0531;M5005_Spy0438	AAK33526;AAZ51056	AAK33526;AAZ51056			rnc	IPR014720;IPR011907;IPR000999	dsRNA-bd_dom;RNase_III;RNase_III_dom	ko03008				PF00035;PF14622			PS50137;PS00517;PS50142	DS_RBD;RNASE_3_1;RNASE_3_2	Ribonuclease 3			SM00358;SM00535	DSRM;RIBOc	Streptococcus pyogenes serotype M1	RNC_STRP1		3.1.26.3	COG0571
P10520;Q48WH3	metabolic process;pathogenesis;protein processing;protein metabolic process;zymogen activation;plasminogen activation;macromolecule metabolic process;primary metabolic process;protein maturation;multi-organism process		extracellular region	metabolic process;pathogenesis;protein metabolic process;macromolecule metabolic process;primary metabolic process;protein maturation;multi-organism process	extracellular region		Staphylokinase		Completeproteome;Plasminogenactivation;Referenceproteome;Signal;Virulence		GO:0008152;GO:0009405;GO:0016485;GO:0019538;GO:0031638;GO:0031639;GO:0043170;GO:0044238;GO:0051604;GO:0051704		GO:0005576	GO:0008152;GO:0009405;GO:0019538;GO:0043170;GO:0044238;GO:0051604;GO:0051704	GO:0005576	SPy_1979;M5005_Spy1684	AAK34665;AAZ52302	AAK34665;AAZ52302			ska	IPR004093;IPR008124	SAK/SK;SK					PF02821	PR01753	STREPKINASE			Streptokinase A					Streptococcus pyogenes serotype M1	STRP_STRP1			
Q9A1P0;Q491F2	organic acid metabolic process;nucleobase-containing compound metabolic process;tRNA metabolic process;tRNA aminoacylation for protein translation;leucyl-tRNA aminoacylation;cellular amino acid metabolic process;nitrogen compound metabolic process;metabolic process;amine metabolic process;cellular process;RNA metabolic process;carboxylic acid metabolic process;cellular nitrogen compound metabolic process;ncRNA metabolic process;cellular ketone metabolic process;amino acid activation;tRNA aminoacylation;macromolecule metabolic process;oxoacid metabolic process;cellular amine metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;small molecule metabolic process;nucleic acid metabolic process	nucleotide binding;aminoacyl-tRNA editing activity;catalytic activity;aminoacyl-tRNA ligase activity;leucine-tRNA ligase activity;binding;ATP binding;hydrolase activity;hydrolase activity, acting on ester bonds;ligase activity;ligase activity, forming carbon-oxygen bonds;ligase activity, forming aminoacyl-tRNA and related compounds;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;carboxylic ester hydrolase activity	cytoplasm;intracellular part;cell part	organic acid metabolic process;nucleobase-containing compound metabolic process;tRNA metabolic process;tRNA aminoacylation for protein translation;cellular amino acid metabolic process;nitrogen compound metabolic process;metabolic process;amine metabolic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;cellular ketone metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process	cytoplasm;cell part	Valine, leucine and isoleucine biosynthesis;Aminoacyl-tRNA biosynthesis	Anticodon_1;tRNA-synt_1;tRNA-synt_1_2;tRNA-synt_1g		Aminoacyl-tRNAsynthetase;ATP-binding;Completeproteome;Cytoplasm;Ligase;Nucleotide-binding;Proteinbiosynthesis;Referenceproteome		GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006429;GO:0006520;GO:0006807;GO:0008152;GO:0009308;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0042180;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044106;GO:0044237;GO:0044238;GO:0044260;GO:0044281;GO:0090304	GO:0000166;GO:0002161;GO:0003824;GO:0004812;GO:0004823;GO:0005488;GO:0005524;GO:0016787;GO:0016788;GO:0016874;GO:0016875;GO:0016876;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0052689	GO:0005737;GO:0044424;GO:0044464	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006807;GO:0008152;GO:0009308;GO:0009987;GO:0016070;GO:0034641;GO:0042180;GO:0043170;GO:0044237;GO:0044238;GO:0044281	GO:0005737;GO:0044464	SPy_0173;M5005_Spy0147	AAK33273;AAZ50766	AAK33273;AAZ50766			leuS	IPR001412;IPR002300;IPR002302;IPR025709;IPR013155;IPR015413;IPR014729;IPR009080;IPR009008	aa-tRNA-synth_I_CS;aa-tRNA-synth_Ia;Leu-tRNA-ligase;Leu_tRNA-synth_edit;M/V/L/I-tRNA-synth_anticd-bd;Methionyl/Leucyl_tRNA_Synth;Rossmann-like_a/b/a_fold;tRNAsynth_1a_anticodon-bd;Val/Leu/Ile-tRNA-synth_edit	ko00290;ko00970				PF08264;PF00133;PF13603;PF09334	PR00985	TRNASYNTHLEU	PS00178	AA_TRNA_LIGASE_I	Leucine--tRNA ligase					Streptococcus pyogenes serotype M1	SYL_STRP1		6.1.1.4	COG0495
P68999;Q491C0	tRNA wobble base modification;tRNA wobble adenosine to inosine editing;nucleobase-containing compound metabolic process;RNA processing;tRNA metabolic process;tRNA modification;nitrogen compound metabolic process;tRNA processing;metabolic process;RNA modification;cellular process;RNA metabolic process;ncRNA processing;cellular nitrogen compound metabolic process;ncRNA metabolic process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;nucleic acid metabolic process	catalytic activity;adenosine deaminase activity;binding;tRNA-specific adenosine deaminase activity;zinc ion binding;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines;deaminase activity;ion binding;cation binding;metal ion binding;transition metal ion binding;tRNA-specific adenosine-34 deaminase activity		nucleobase-containing compound metabolic process;RNA processing;tRNA metabolic process;nitrogen compound metabolic process;tRNA processing;metabolic process;RNA modification;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process			dCMP_cyt_deam_1		Completeproteome;Hydrolase;Metal-binding;Referenceproteome;tRNAprocessing;Zinc		GO:0002097;GO:0002100;GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006807;GO:0008033;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0090304	GO:0003824;GO:0004000;GO:0005488;GO:0008251;GO:0008270;GO:0016787;GO:0016810;GO:0016814;GO:0019239;GO:0043167;GO:0043169;GO:0046872;GO:0046914;GO:0052717		GO:0006139;GO:0006396;GO:0006399;GO:0006807;GO:0008033;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0043412;GO:0044237;GO:0044238		M5005_Spy0179	AAZ50798	AAZ50798			tadA	IPR016192;IPR002125;IPR016193;IPR028883	APOBEC/CMP_deaminase_Zn-bd;CMP_dCMP_Zn-bd;Cytidine_deaminase-like;tRNA_aden_deaminase					PF00383			PS00903;PS51747	CYT_DCMP_DEAMINASES_1;CYT_DCMP_DEAMINASES_2	tRNA-specific adenosine deaminase					Streptococcus pyogenes serotype M1	TADA_STRP1		3.5.4.33	COG0590
Q9A0A6;Q48ZC8		binding;lipid binding					DegV		Completeproteome;Lipid-binding;Referenceproteome			GO:0005488;GO:0008289				SPy_0865;M5005_Spy0672	AAK33788;AAZ51290	AAK33788;AAZ51290				IPR003797	DegV					PF02645			PS51482	DEGV	DegV domain-containing protein SPy_0865/M5005_Spy0672					Streptococcus pyogenes serotype M1	Y865_STRP1			COG1307
Q9A187;Q490L5	nucleobase-containing compound metabolic process;DNA metabolic process;DNA replication;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;nucleic acid metabolic process			nucleobase-containing compound metabolic process;DNA metabolic process;DNA replication;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process			DUF972		Completeproteome;DNAreplication;Referenceproteome		GO:0006139;GO:0006259;GO:0006260;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0034641;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0090304			GO:0006139;GO:0006259;GO:0006260;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238		SPy_0405;M5005_Spy0334	AAK33437;AAZ50953	AAK33437;AAZ50953				IPR010377	YabA					PF06156					Initiation-control protein YabA					Streptococcus pyogenes serotype M1	YABA_STRP1			COG4467
Q99ZW2	immune effector process;immune system process;nucleobase-containing compound metabolic process;DNA metabolic process;nitrogen compound metabolic process;response to stress;defense response;organelle organization;metabolic process;response to biotic stimulus;response to virus;cellular process;cellular component organization;cellular nitrogen compound metabolic process;macromolecule metabolic process;maintenance of DNA repeat elements;maintenance of CRISPR repeat elements;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;response to stimulus;chromosome organization;defense response to virus;multi-organism process;response to other organism;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular component organization at cellular level;nucleic acid metabolic process;nucleic acid phosphodiester bond hydrolysis	nucleic acid binding;DNA binding;RNA binding;catalytic activity;nuclease activity;endonuclease activity;endodeoxyribonuclease activity;exonuclease activity;deoxyribonuclease activity;binding;3'-5' exonuclease activity;hydrolase activity;hydrolase activity, acting on ester bonds;ion binding;cation binding;metal ion binding		immune system process;nucleobase-containing compound metabolic process;DNA metabolic process;nitrogen compound metabolic process;response to stress;organelle organization;metabolic process;response to biotic stimulus;cellular process;cellular component organization;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus;chromosome organization;multi-organism process			HNH_4		3D-structure;Antiviraldefense;Completeproteome;DNA-binding;Endonuclease;Exonuclease;Hydrolase;Magnesium;Manganese;Metal-binding;Nuclease;Referenceproteome;RNA-binding		GO:0002252;GO:0002376;GO:0006139;GO:0006259;GO:0006807;GO:0006950;GO:0006952;GO:0006996;GO:0008152;GO:0009607;GO:0009615;GO:0009987;GO:0016043;GO:0034641;GO:0043170;GO:0043570;GO:0043571;GO:0044237;GO:0044238;GO:0044260;GO:0050896;GO:0051276;GO:0051607;GO:0051704;GO:0051707;GO:0071840;GO:0071841;GO:0071842;GO:0090304;GO:0090305	GO:0003676;GO:0003677;GO:0003723;GO:0003824;GO:0004518;GO:0004519;GO:0004520;GO:0004527;GO:0004536;GO:0005488;GO:0008408;GO:0016787;GO:0016788;GO:0043167;GO:0043169;GO:0046872		GO:0002376;GO:0006139;GO:0006259;GO:0006807;GO:0006950;GO:0006996;GO:0008152;GO:0009607;GO:0009987;GO:0016043;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0050896;GO:0051276;GO:0051704		SPy_1046	AAK33936	AAK33936			cas9	IPR028629;IPR025978;IPR003615	Cas9;CRISPR-rel_HNH_dom;HNH_nuc				4CMP;4CMQ;4OO8;4UN3;4UN4;4UN5	PF13395			PS51749	HNH_CAS9	CRISPR-associated endonuclease Cas9/Csn1			SM00507	HNHc	Streptococcus pyogenes serotype M1	CAS9_STRP1		3.1.-.-	
P0C0G1;O33724;Q48YY2	organic acid metabolic process;cellular amino acid metabolic process;cellular modified amino acid metabolic process;cellular aromatic compound metabolic process;coenzyme metabolic process;folic acid-containing compound metabolic process;vitamin metabolic process;water-soluble vitamin metabolic process;nitrogen compound metabolic process;metabolic process;cellular amino acid biosynthetic process;biosynthetic process;coenzyme biosynthetic process;vitamin biosynthetic process;amine metabolic process;amine biosynthetic process;folic acid-containing compound biosynthetic process;cellular process;organic acid biosynthetic process;heterocycle biosynthetic process;aromatic compound biosynthetic process;carboxylic acid metabolic process;cellular nitrogen compound metabolic process;cellular ketone metabolic process;response to chemical stimulus;water-soluble vitamin biosynthetic process;cellular modified amino acid biosynthetic process;pteridine-containing compound metabolic process;pteridine-containing compound biosynthetic process;oxoacid metabolic process;cellular amine metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular nitrogen compound biosynthetic process;small molecule metabolic process;small molecule biosynthetic process;carboxylic acid biosynthetic process;heterocycle metabolic process;tetrahydrofolate metabolic process;tetrahydrofolate biosynthetic process;folic acid metabolic process;folic acid biosynthetic process;response to antibiotic;response to stimulus;cofactor metabolic process;cofactor biosynthetic process	catalytic activity;dihydropteroate synthase activity;binding;transferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups;ion binding;cation binding;metal ion binding		organic acid metabolic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;vitamin metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;amine metabolic process;cellular process;cellular nitrogen compound metabolic process;cellular ketone metabolic process;response to chemical stimulus;cellular metabolic process;primary metabolic process;small molecule metabolic process;heterocycle metabolic process;response to stimulus;cofactor metabolic process		Folate biosynthesis	Pterin_bind		Antibioticresistance;Completeproteome;Folatebiosynthesis;Magnesium;Metal-binding;Referenceproteome;Transferase		GO:0006082;GO:0006520;GO:0006575;GO:0006725;GO:0006732;GO:0006760;GO:0006766;GO:0006767;GO:0006807;GO:0008152;GO:0008652;GO:0009058;GO:0009108;GO:0009110;GO:0009308;GO:0009309;GO:0009396;GO:0009987;GO:0016053;GO:0018130;GO:0019438;GO:0019752;GO:0034641;GO:0042180;GO:0042221;GO:0042364;GO:0042398;GO:0042558;GO:0042559;GO:0043436;GO:0044106;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046394;GO:0046483;GO:0046653;GO:0046654;GO:0046655;GO:0046656;GO:0046677;GO:0050896;GO:0051186;GO:0051188	GO:0003824;GO:0004156;GO:0005488;GO:0016740;GO:0016765;GO:0043167;GO:0043169;GO:0046872		GO:0006082;GO:0006520;GO:0006725;GO:0006766;GO:0006807;GO:0008152;GO:0009058;GO:0009308;GO:0009987;GO:0034641;GO:0042180;GO:0042221;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0050896;GO:0051186		SPy_1098;M5005_Spy0822	AAK33976;AAZ51440	AAK33976;AAZ51440			folP	IPR006390;IPR011005;IPR000489	DHP_synth;Dihydropteroate_synth-like;Pterin-binding	ko00790				PF00809			PS00792;PS00793;PS50972	DHPS_1;DHPS_2;PTERIN_BINDING	Dihydropteroate synthase					Streptococcus pyogenes serotype M1	DHPS_STRP1		2.5.1.15	COG0294
Q99Y14;Q48WM1	carbohydrate metabolic process;disaccharide metabolic process;lactose metabolic process;lactose catabolic process;monosaccharide metabolic process;alcohol metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;oligosaccharide metabolic process;oligosaccharide catabolic process;cellular process;carbohydrate catabolic process;hexose metabolic process;hexose catabolic process;lactose catabolic process via tagatose-6-phosphate;organophosphate metabolic process;cellular metabolic process;primary metabolic process;cellular carbohydrate metabolic process;cellular carbohydrate catabolic process;small molecule metabolic process;small molecule catabolic process;alcohol catabolic process;disaccharide catabolic process;monosaccharide catabolic process;organophosphate catabolic process;reactive nitrogen species metabolic process;D-tagatose 6-phosphate catabolic process	nucleotide binding;catalytic activity;binding;ATP binding;tagatose-6-phosphate kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding		carbohydrate metabolic process;alcohol metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;oligosaccharide metabolic process;cellular process;cellular metabolic process;primary metabolic process;small molecule metabolic process		Galactose metabolism	PfkB		ATP-binding;Completeproteome;Kinase;Lactosemetabolism;Nucleotide-binding;Referenceproteome;Transferase		GO:0005975;GO:0005984;GO:0005988;GO:0005990;GO:0005996;GO:0006066;GO:0006807;GO:0008152;GO:0009056;GO:0009311;GO:0009313;GO:0009987;GO:0016052;GO:0019318;GO:0019320;GO:0019512;GO:0019637;GO:0044237;GO:0044238;GO:0044262;GO:0044275;GO:0044281;GO:0044282;GO:0046164;GO:0046352;GO:0046365;GO:0046434;GO:2001057;GO:2001059	GO:0000166;GO:0003824;GO:0005488;GO:0005524;GO:0009024;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639		GO:0005975;GO:0006066;GO:0006807;GO:0008152;GO:0009056;GO:0009311;GO:0009987;GO:0044237;GO:0044238;GO:0044281		SPy_1921;M5005_Spy1636	AAK34624;AAZ52254	AAK34624;AAZ52254			lacC	IPR002173;IPR005926;IPR011611;IPR029056;IPR023314;IPR017583	Carboh/pur_kinase_PfkB_CS;LacC;PfkB_dom;Ribokinase-like;T6P/1PhK_N_dom;Tagatose/fructose_Pkinase	ko00052				PF00294			PS00583	PFKB_KINASES_1	Tagatose-6-phosphate kinase					Streptococcus pyogenes serotype M1	LACC_STRP1		2.7.1.144	COG1105
Q99ZV8;Q48Z24	regulation of translation;regulation of biosynthetic process;positive regulation of biosynthetic process;positive regulation of metabolic process;regulation of gene expression;regulation of macromolecule biosynthetic process;positive regulation of macromolecule biosynthetic process;positive regulation of macromolecule metabolic process;posttranscriptional regulation of gene expression;regulation of metabolic process;regulation of cellular metabolic process;positive regulation of cellular metabolic process;regulation of cellular biosynthetic process;positive regulation of cellular biosynthetic process;regulation of cellular protein metabolic process;positive regulation of cellular protein metabolic process;positive regulation of translation;positive regulation of biological process;positive regulation of cellular process;regulation of biological process;regulation of cellular process;regulation of protein metabolic process;positive regulation of protein metabolic process;regulation of macromolecule metabolic process;biological regulation;regulation of primary metabolic process;regulation of cellular macromolecule biosynthetic process	nucleotide binding;nucleic acid binding;RNA binding;translation elongation factor activity;catalytic activity;GTPase activity;binding;GTP binding;translation factor activity, nucleic acid binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;nucleoside-triphosphatase activity;guanyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;guanyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ribonucleoprotein binding;ribosome binding	plasma membrane;membrane;cell part	regulation of translation;biological regulation	plasma membrane;membrane;cell part		EFG_C;EFG_II;GTP_EFTU;GTP_EFTU_D2;LepA_C		Cellmembrane;Completeproteome;GTP-binding;Hydrolase;Membrane;Nucleotide-binding;Proteinbiosynthesis;Referenceproteome		GO:0006417;GO:0009889;GO:0009891;GO:0009893;GO:0010468;GO:0010556;GO:0010557;GO:0010604;GO:0010608;GO:0019222;GO:0031323;GO:0031325;GO:0031326;GO:0031328;GO:0032268;GO:0032270;GO:0045727;GO:0048518;GO:0048522;GO:0050789;GO:0050794;GO:0051246;GO:0051247;GO:0060255;GO:0065007;GO:0080090;GO:2000112	GO:0000166;GO:0003676;GO:0003723;GO:0003746;GO:0003824;GO:0003924;GO:0005488;GO:0005525;GO:0008135;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017076;GO:0017111;GO:0019001;GO:0032553;GO:0032555;GO:0032561;GO:0035639;GO:0043021;GO:0043022	GO:0005886;GO:0016020;GO:0044464	GO:0006417;GO:0065007	GO:0005886;GO:0016020;GO:0044464	SPy_1053;M5005_Spy0776	AAK33940;AAZ51394	AAK33940;AAZ51394			lepA	IPR006297;IPR000795;IPR009022;IPR000640;IPR013842;IPR027417;IPR005225;IPR009000;IPR004161	EF-4;EF_GTP-bd_dom;EFG_III-V;EFG_V;LepA_GTP-bd_C;P-loop_NTPase;Small_GTP-bd_dom;Transl_B-barrel;Transl_elong_EFTu/EF1A_2					PF00679;PF14492;PF00009;PF03144;PF06421	PR00315	ELONGATNFCT	PS00301;PS51722	G_TR_1;G_TR_2	Elongation factor 4			SM00838	EFG_C	Streptococcus pyogenes serotype M1	LEPA_STRP1		3.6.5.n1	COG0481
Q9A176;Q490K2							Flavodoxin_NdrI		Completeproteome;Referenceproteome							SPy_0426;M5005_Spy0348	AAK33448;AAZ50966	AAK33448;AAZ50966			nrdI	IPR029039;IPR020852;IPR004465	Flavoprotein-like;RNR_Ib_NrdI_bac;RNR_NrdI					PF07972					Protein NrdI					Streptococcus pyogenes serotype M1	NRDI_STRP1			COG1780
Q9A0F4;Q48ZI6	peptide metabolic process;metabolic process;catabolic process;cellular process;peptide catabolic process;cellular metabolic process;cellular catabolic process	catalytic activity;aminopeptidase activity;binding;peptidase activity;metallopeptidase activity;exopeptidase activity;zinc ion binding;hydrolase activity;tripeptidase activity;ion binding;cation binding;tripeptide aminopeptidase activity;metal ion binding;transition metal ion binding;peptidase activity, acting on L-amino acid peptides	cytoplasm;intracellular part;cell part	peptide metabolic process;metabolic process;catabolic process;cellular process;cellular metabolic process	cytoplasm;cell part		M20_dimer;Peptidase_M20		Aminopeptidase;Completeproteome;Cytoplasm;Hydrolase;Metal-binding;Metalloprotease;Protease;Referenceproteome;Zinc		GO:0006518;GO:0008152;GO:0009056;GO:0009987;GO:0043171;GO:0044237;GO:0044248	GO:0003824;GO:0004177;GO:0005488;GO:0008233;GO:0008237;GO:0008238;GO:0008270;GO:0016787;GO:0034701;GO:0043167;GO:0043169;GO:0045148;GO:0046872;GO:0046914;GO:0070011	GO:0005737;GO:0044424;GO:0044464	GO:0006518;GO:0008152;GO:0009056;GO:0009987;GO:0044237	GO:0005737;GO:0044464	SPy_0799;M5005_Spy0614	AAK33736;AAZ51232	AAK33736;AAZ51232			pepT	IPR001261;IPR002933;IPR011650;IPR010161	ArgE/DapE_CS;Peptidase_M20;Peptidase_M20_dimer;Peptidase_M20B					PF07687;PF01546			PS00758;PS00759	ARGE_DAPE_CPG2_1;ARGE_DAPE_CPG2_2	Peptidase T					Streptococcus pyogenes serotype M1	PEPT_STRP1		3.4.11.4	COG2195
P65987;Q491T0;Q9A1Z6	nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;DNA recombination;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;metabolic process;cellular process;cellular response to stress;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;response to stimulus;cellular response to stimulus;nucleic acid metabolic process			nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;DNA recombination;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;metabolic process;cellular process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus		Homologous recombination	RecO_C;RecO_N		Completeproteome;DNAdamage;DNArecombination;DNArepair;Referenceproteome		GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0044260;GO:0050896;GO:0051716;GO:0090304			GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0050896		SPy_0021;M5005_Spy0019	AAK33160;AAZ50638	AAK33160;AAZ50638			recO	IPR022572;IPR012340;IPR003717	DNA_rep/recomb_RecO_N;NA-bd_OB-fold;RecO	ko03440				PF02565;PF11967					DNA repair protein RecO					Streptococcus pyogenes serotype M1	RECO_STRP1			COG1381
